goodreads_book_id,authors,original_publication_year,original_title,average_rating,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,description,check_alphabet,check_alternate
256008,Larry McMurtry,1985.0,Lonesome Dove,4.47,1080,2179,10686,29526,72959,"['Journey', 'dusty', 'little', 'Texas', 'town', 'Lonesome', 'Dove', 'meet', 'unforgettable', 'assortment', 'heroes', 'outlaws', 'whores', 'ladies', 'Indians', 'settlers', 'Richly', 'authentic', 'beautifully', 'written', 'always', 'dramatic', 'Lonesome', 'Dove', 'book', 'make', 'us', 'laugh', 'weep', 'dream', 'remember']",True,False
8709527,Richelle Mead,2011.0,Bloodlines,4.22,3103,4901,21147,45060,71923,"['Sydneys', 'blood', 'special', 'Thats', 'shes', 'alchemist', 'one', 'group', 'humans', 'dabble', 'magic', 'serve', 'bridge', 'worlds', 'humans', 'vampires', 'They', 'protect', 'vampire', 'secrets', 'human', 'lives', 'But', 'last', 'encounter', 'Sydney', 'vampires', 'got', 'deep', 'trouble', 'alchemists', 'And', 'allegiences', 'question', 'future', 'line']",True,False
9532,Orson Scott Card,1998.0,Ender's Shadow,4.3,706,2793,16218,44173,61854,"['Growing', 'never', 'easy', 'But', 'try', 'living', 'mean', 'streets', 'child', 'begging', 'food', 'fighting', 'like', 'dog', 'ruthless', 'gangs', 'starving', 'kids', 'wouldnt', 'hesitate', 'pound', 'skull', 'pulp', 'scrap', 'apple', 'If', 'Bean', 'learned', 'anything', 'streets', 'survive', 'And', 'fists', 'He', 'way', 'small', 'But', 'brains']",True,False
6063187,Sophie Kinsella,2009.0,Twenties Girl,3.82,3479,9323,32120,42968,38302,"['When', 'spirit', 'Laras', 'greataunt', 'Sadiea', 'feisty', 'demanding', 'girl', 'firm', 'ideas', 'fashion', 'love', 'right', 'way', 'dancemysteriously', 'appears', 'one', 'request', 'Lara', 'must', 'find', 'missing', 'necklace', 'Sadies', 'possession', 'seventyfive', 'years', 'Sadie', 'rest', 'without']",True,False
375013,Thomas Keneally,1982.0,Schindler's Ark,4.34,1225,2361,12913,36982,59675,"['In', 'shadow', 'Auschwitz', 'flamboyant', 'German', 'industrialist', 'grew', 'living', 'legend', 'Jews', 'Cracow', 'He', 'womaniser', 'heavy', 'drinker', 'bon', 'viveur', 'became', 'saviour', 'This', 'extraordinary', 'story', 'Oskar', 'Schindler', 'risked', 'life', 'protect', 'Jews', 'Nazioccupied', 'Poland', 'transformed', 'war', 'man', 'mission', 'compassionate', 'angel', 'mercy']",True,False
5971165,Philippa Gregory,2009.0,The White Queen,3.9,2295,7115,31384,49549,40103,"['Brother', 'turns', 'brother', 'The', 'throne', 'England', 'stake', 'The', 'deadly', 'Wars', 'Roses', 'begun', 'They', 'ruled', 'England', 'Tudors', 'internationally', 'bestselling', 'author', 'Philippa', 'Gregory', 'brings', 'Plantagenets', 'life', 'dramatic', 'intimate', 'stories', 'secret', 'players', 'indomitable', 'womenElizabeth', 'Woodville', 'woman', 'extraordinary', 'beauty', 'ambition', 'secretly', 'marries', 'newly', 'crowned', 'boy', 'king', 'While', 'rises', 'demands', 'exalted', 'position', 'fights', 'success', 'family', 'two', 'sons', 'become', 'central', 'figures', 'famous', 'unsolved', 'mystery', 'confounded', 'historians', 'centuries', 'lost', 'princes', 'Tower', 'London', 'Philippa', 'Gregory', 'brings', 'artistry', 'intellect', 'master', 'writer', 'storyteller', 'new', 'era', 'history', 'begins', 'sure', 'another', 'bestselling', 'classic', 'series']",True,False
92057,"Malcolm X, Alex Haley",1965.0,The Autobiography of Malcolm X,4.29,2453,3362,16312,41019,68627,"['Through', 'life', 'passion', 'struggle', 'Malcolm', 'X', 'became', 'one', 'influential', 'figures', '20th', 'Century', 'In', 'riveting', 'account', 'tells', 'journey', 'prison', 'cell', 'Mecca', 'describing', 'transition', 'hoodlum', 'Muslim', 'minister', 'Here', 'man', 'called', 'angriest', 'Black', 'man', 'America', 'relates', 'conversion', 'true', 'Islam', 'helped', 'confront', 'rage', 'recognize', 'brotherhood', 'mankind']",True,False
23754,"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",1989.0,Preludes & Nocturnes,4.3,2632,3868,16435,41523,74067,"['In', 'PRELUDES', 'NOCTURNES', 'occultist', 'attempting', 'capture', 'Death', 'bargain', 'eternal', 'life', 'traps', 'younger', 'brother', 'Dream', 'instead', 'After', '70', 'year', 'imprisonment', 'eventual', 'escape', 'Dream', 'also', 'known', 'Morpheus', 'goes', 'quest', 'lost', 'objects', 'power', 'On', 'arduous', 'journey', 'Morpheus', 'encounters', 'Lucifer', 'John', 'Constantine', 'allpowerful', 'madman']",True,False
21686,Dennis Lehane,2003.0,Shutter Island,4.07,1636,4727,22089,49875,45705,"['The', 'year', '1954', 'US', 'Marshal', 'Teddy', 'Daniels', 'new', 'partner', 'Chuck', 'Aule', 'come', 'Shutter', 'Island', 'home', 'Ashecliffe', 'Hospital', 'Criminally', 'Insane', 'investigate', 'disappearance', 'patient', 'Multiple', 'murderess', 'Rachel', 'Solando', 'loose', 'somewhere', 'remote', 'barren', 'island', 'despite', 'kept', 'locked', 'cell', 'constant', 'surveillance', 'As', 'killer', 'hurricane', 'relentlessly', 'bears', 'strange', 'case', 'takes', 'even', 'darker', 'sinister', 'shades—with', 'hints', 'radical', 'experimentation', 'horrifying', 'surgeries', 'lethal', 'countermoves', 'made', 'cause', 'covert', 'shadow', 'war', 'No', 'one', 'going', 'escape', 'Shutter', 'Island', 'unscathed', 'nothing', 'Ashecliffe', 'Hospital', 'seems', 'But', 'neither', 'Teddy', 'Daniels']",True,False
188572,Arthur Conan Doyle,1894.0,The Complete Sherlock Holmes,4.5,471,1125,10089,37928,76945,"['Adventures', 'Sherlock', 'Holmes', 'A', 'scandal', 'Bohemia', 'The', 'redheaded', 'league', 'A', 'case', 'identity', 'The', 'Boscombe', 'Valley', 'mystery', 'The', 'five', 'orange', 'pips', 'The', 'man', 'twisted', 'lip', 'The', 'adventure', 'blue', 'carbuncle', 'The', 'adventure', 'speckled', 'band', 'The', 'adventure', 'engineers', 'thumb', 'The', 'adventure', 'noble', 'bachelor', 'The', 'adventure', 'beryl', 'coronet', 'The', 'adventure', 'copper', 'beeches']",True,False
13006,"William Shakespeare, Roma Gill",1599.0,The Tragedy of Julius Caesar,3.65,3318,13030,42014,46750,30806,"['The', 'Oxford', 'School', 'Shakespeare', 'become', 'preferred', 'introduction', 'literary', 'legacy', 'greatest', 'playwright', 'English', 'language', 'This', 'exclusive', 'collection', 'Bards', 'best', 'works', 'designed', 'specifically', 'readers', 'new', 'Shakespeares', 'rich', 'literary', 'legacy', 'Each', 'play', 'presented', 'complete', 'unabridged', 'large', 'print', 'Every', 'book', 'well', 'illustrated', 'starts', 'commentary', 'character', 'summary', 'Scene', 'synopses', 'character', 'summaries', 'clarify', 'confusing', 'plots', 'incisive', 'essays', 'explore', 'historical', 'context', 'Shakespeares', 'sources', 'Each', 'book', 'ends', 'complete', 'list', 'Shakespeares', 'plays', 'brief', 'chronology', 'Bards', 'life', 'The', 'detailed', 'explanatory', 'notes', 'written', 'clearly', 'positioned', 'right', 'next', 'textno', 'squinting', 'microscopic', 'footnotes', 'flipping', 'pages', 'back', 'forth', 'search', 'endnotes', 'The', 'new', 'edition', 'series', 'features', 'new', 'covers', 'new', 'illustrations', 'including', 'new', 'drawings', 'photos', 'recent', 'productions', 'Shakespeares', 'plays', 'around', 'globe', 'In', 'addition', 'notes', 'introductory', 'material', 'completely', 'revised', 'line', 'new', 'research', 'order', 'make', 'clearer', 'accessible', 'Finally', 'entire', 'text', 'redesigned', 'reset', 'enhance', 'readability', 'The', 'new', 'edition', 'achieves', 'feat', 'unprecedented', 'clarity', 'presentation', 'without', 'cuts', 'original', 'text', 'detailed', 'explanations']",True,False
9938498,Erik Larson,2011.0,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",3.81,1951,7701,32350,50986,30001,"['The', 'time', '1933', 'place', 'Berlin', 'William', 'E', 'Dodd', 'becomes', 'Americas', 'first', 'ambassador', 'Hitlers', 'Germany', 'year', 'proved', 'turning', 'point', 'historyA', 'mildmannered', 'professor', 'Chicago', 'Dodd', 'brings', 'along', 'wife', 'son', 'flamboyant', 'daughter', 'Martha', 'At', 'first', 'Martha', 'entranced', 'parties', 'pomp', 'handsome', 'young', 'men', 'Third', 'Reich', 'infectious', 'enthusiasm', 'restoring', 'Germany', 'position', 'world', 'prominence', 'Enamored', 'New', 'Germany', 'one', 'affair', 'another', 'including', 'surprisingly', 'honorable', 'first', 'chief', 'Gestapo', 'Rudolf', 'Diels', 'But', 'evidence', 'Jewish', 'persecution', 'mounts', 'confirmed', 'chilling', 'firstperson', 'testimony', 'father', 'telegraphs', 'concerns', 'largely', 'indifferent', 'State', 'Department', 'back', 'home', 'Dodd', 'watches', 'alarm', 'Jews', 'attacked', 'press', 'censored', 'drafts', 'frightening', 'new', 'laws', 'begin', 'circulate', 'As', 'first', 'year', 'unfolds', 'shadows', 'deepen', 'Dodds', 'experience', 'days', 'full', 'excitement', 'intrigue', 'romance', 'ultimately', 'horror', 'climactic', 'spasm', 'violence', 'murder', 'reveals', 'Hitlers', 'true', 'character', 'ruthless', 'ambitionSuffused', 'tense', 'atmosphere', 'period', 'unforgettable', 'portraits', 'bizarre', 'Goring', 'expectedly', 'charming—yet', 'wholly', 'sinister—Goebbels', 'In', 'Garden', 'Beasts', 'lends', 'stunning', 'eyewitness', 'perspective', 'events', 'unfold', 'real', 'time', 'revealing', 'era', 'surprising', 'nuance', 'complexity', 'The', 'result', 'dazzling', 'addictively', 'readable', 'work', 'speaks', 'volumes', 'world', 'recognize', 'grave', 'threat', 'posed', 'Hitler', 'Berlin', 'Europe', 'awash', 'blood', 'terror']",True,False
30289,"Plato, Desmond Lee",-380.0,Πολιτεία,3.9,2772,7531,29394,42284,40766,"['Presented', 'form', 'dialogue', 'Socrates', 'three', 'different', 'interlocutors', 'classic', 'text', 'enquiry', 'notion', 'perfect', 'community', 'ideal', 'individual', 'within', 'During', 'conversation', 'questions', 'raised', 'goodness', 'reality', 'knowledge', 'The', 'Republic', 'also', 'addresses', 'purpose', 'education', 'role', 'women', 'men', 'guardians', 'people', 'With', 'remarkable', 'lucidity', 'deft', 'use', 'allegory', 'Plato', 'arrives', 'depiction', 'state', 'bound', 'harmony', 'ruled', 'philosopher', 'kings']",True,False
47021,William Shakespeare,1593.0,The Taming of the Shrew,3.81,2869,9611,35666,47453,38641,"['The', 'Arden', 'Shakespeare', 'established', 'edition', 'Shakespeares', 'work', 'Justly', 'celebrated', 'authoritative', 'scholarship', 'invaluable', 'commentary', 'Arden', 'guides', 'richer', 'understanding', 'appreciation', 'Shakespeares', 'playsThis', 'edition', 'The', 'Taming', 'Shrew', 'provides', 'clear', 'authoritative', 'text', 'detailed', 'notes', 'commentary', 'page', 'text', 'full', 'introduction', 'discussing', 'critical', 'historical', 'background', 'play', 'appendices', 'presenting', 'sources', 'relevant', 'extracts']",True,False
13206828,Marissa Meyer,2014.0,Cress,4.46,866,2056,14772,56494,103278,"['Their', 'best', 'hope', 'lies', 'Cress', 'girl', 'imprisoned', 'satellite', 'since', 'childhood', 'whos', 'ever', 'netscreens', 'company', 'All', 'screen', 'time', 'made', 'Cress', 'excellent', 'hacker', 'Unfortunately', 'shes', 'received', 'orders', 'Levana', 'track', 'Cinder', 'handsome', 'accomplice']",True,False
341879,Patti Smith,2010.0,Just Kids,4.14,3268,5377,17142,37031,54582,"['In', 'Just', 'Kids', 'Patti', 'Smiths', 'first', 'book', 'prose', 'legendary', 'American', 'artist', 'offers', 'neverbeforeseen', 'glimpse', 'remarkable', 'relationship', 'photographer', 'Robert', 'Mapplethorpe', 'epochal', 'days', 'New', 'York', 'City', 'Chelsea', 'Hotel', 'late', 'sixties', 'seventies', 'An', 'honest', 'moving', 'story', 'youth', 'friendship', 'Smith', 'brings', 'unique', 'lyrical', 'quality', 'Just', 'Kids', 'rest', 'formidable', 'body', 'workfrom', 'influential', '1975', 'album', 'Horses', 'visual', 'art', 'poetry']",True,False
567616,Phaidon Press,1997.0,,3.79,7128,7874,22124,28325,37537,"['An', 'A', 'Z', 'guide', '500', 'great', 'painters', 'sculptors', 'medieval', 'modern', 'times', 'debunks', 'art', 'historical', 'classifications', 'throwing', 'together', 'brilliant', 'examples', 'periods', 'schools', 'visions', 'techniques', 'Each', 'artist', 'represented', 'fullpage', 'colour', 'plate', 'definitive', 'work', 'accompanied', 'explanatory', 'illuminating', 'information', 'image', 'creator', 'Glossaries', 'artistic', 'movements', 'technical', 'terms', 'included', 'making', 'valuable', 'work', 'reference', 'well', 'feast', 'eyes', 'By', 'breaking', 'traditional', 'classifications', 'The', 'Art', 'Book', 'presents', 'fresh', 'original', 'approach', 'art', 'unparalleled', 'visual', 'sourcebook', 'celebration', 'rich', 'multifaceted', 'culture']",True,False
227941,Jane Green,2001.0,Jemima J,3.62,8909,9304,24965,29819,30852,"['With', 'fastpaced', 'plot', 'never', 'quits', 'surprise', 'ending', 'reader', 'see', 'coming', 'Jemima', 'J', 'chronicle', 'one', 'womans', 'quest', 'become', 'woman', 'shes', 'always', 'wanted', 'learning', 'along', 'way', 'host', 'lessons', 'attraction', 'addiction', 'meaning', 'true', 'love', 'ultimately', 'really']",True,False
30597,"Victor Hugo, Walter J. Cobb",1831.0,Notre-Dame de Paris,3.97,1952,6849,30636,47753,46231,"['This', 'extraordinary', 'historical', 'novel', 'set', 'Medieval', 'Paris', 'twin', 'towers', 'greatest', 'structure', 'supreme', 'symbol', 'cathedral', 'NotreDame', 'haunting', 'drama', 'Quasimodo', 'hunchback', 'Esmeralda', 'gypsy', 'dancer', 'Claude', 'Frollo', 'priest', 'tortured', 'specter', 'damnation', 'Shaped', 'profound', 'sense', 'tragic', 'irony', 'work', 'gives', 'full', 'play', 'Victor', 'Hugos', 'brilliant', 'historical', 'imagination', 'remarkable', 'powers', 'description']",True,False
5211,Rohinton Mistry,1996.0,A Fine Balance,4.34,1477,3066,11254,31034,57685,"['The', 'time', '1975', 'The', 'place', 'unnamed', 'city', 'sea', 'The', 'government', 'declared', 'State', 'Emergency', 'whose', 'upheavals', 'four', 'strangersa', 'spirited', 'widow', 'young', 'student', 'uprooted', 'idyllic', 'hill', 'station', 'two', 'tailors', 'fled', 'caste', 'violence', 'native', 'villagewill', 'thrust', 'together', 'forced', 'share', 'one', 'cramped', 'apartment', 'uncertain', 'future']",True,False
77727,"Bill Watterson, G.B. Trudeau",1987.0,Calvin and Hobbes,4.61,980,1435,7684,22365,85830,"['This', 'first', 'collection', 'popular', 'comic', 'strip', 'features', 'Calvin', 'rambunctious', '6yearold', 'boy', 'stuffed', 'tiger', 'Hobbes', 'comes', 'charmingly', 'life']",True,False
58345,Kate Chopin,1899.0,The Awakening,3.63,7523,14751,35125,44172,35884,"['Aside', 'unusually', 'frank', 'treatment', 'thencontroversial', 'subject', 'novel', 'widely', 'admired', 'today', 'literary', 'qualities', 'Edmund', 'Wilson', 'characterized', 'work', 'quite', 'uninhibited', 'beautifully', 'written', 'anticipates', 'D', 'H', 'Lawrence', 'treatment', 'infidelity', 'Although', 'theme', 'marital', 'infidelity', 'longer', 'shocks', 'novels', 'plumbed', 'psychology', 'woman', 'involved', 'illicit', 'relationship', 'perception', 'artistry', 'honesty', 'Kate', 'Chopin', 'brought', 'The', 'Awakening']",True,False
4134071,"P.C. Cast, Kristin Cast",2009.0,Hunted,3.93,4169,10788,32719,41977,56398,"['What', 'hottest', 'guy', 'world', 'hiding', 'nameless', 'evil', 'wanted', 'At', 'start', 'heartpounding', 'new', 'installment', 'bestselling', 'House', 'Night', 'series', 'Zoey', '’', 'friends', 'back', 'Stevie', 'Rae', 'red', 'fledglings', '’', 'Neferet', '’', 'secrets', 'longer', 'But', 'unexpected', 'danger', 'emerged', 'Neferet', 'guards', 'powerful', 'new', 'consort', 'Kalona', 'one', 'House', 'Night', 'seems', 'understand', 'threat', 'poses', 'Kalona', 'looks', 'gorgeous', 'House', 'Night', 'spell', 'A', 'past', 'life', 'holds', 'key', 'breaking', 'rapidly', 'spreading', 'influence', 'past', 'life', 'shows', 'Zoey', 'secrets', '’', 'want', 'hear', 'truths', '’', 'face']",True,False
32669,Tom Clancy,1989.0,Clear and Present Danger,4.08,973,3064,21463,44290,38848,"['Does', 'anyone', 'know', 'real', 'enemy', 'How', 'much', 'action', 'much', 'Which', 'lines', 'crossed', 'Ryan', 'dark', 'side', 'shadowy', 'field', 'officer', 'known', 'Mr', 'Clark', 'charged', 'finding', 'They', 'expect', 'danger', 'without', 'danger', 'within', 'may', 'greatest']",True,False
7821447,Justin Halpern,2010.0,Sh*t My Dad Says,3.98,2279,6246,25054,40835,41954,"['Do', 'people', 'age', 'know', 'comb', 'hair', 'It', 'looks', 'like', 'two', 'squirrels', 'crawled', 'heads', 'started', 'fucking']",True,False
23955,"Irvine Welsh, Eric Lindor Fall",1993.0,Trainspotting,4.07,1757,4329,19778,42833,41980,"['Ils', 'sont', 'quatre', 'amis', 'inséparables', 'qui', 'ont', 'en', 'commun', 'une', 'enfance', 'une', 'ville', 'des', 'voisins', 'le', 'chômage', 'Et', 'surtout', 'une', 'dévotion', 'appliquée', 'pour', 'une', 'seule', 'et', 'unique', 'héroïne', 'en', 'forme', 'de', 'seringue', 'On', 'entend', 'ces', 'quatrelà', 'les', 'écoute', 'chacun', 'raconte', 'son', 'Edimbourg', 'entre', 'deux', 'pintes', 'de', 'bière', 'après', 'un', 'fix', 'avant', 'une', 'tasse', 'de', 'thé', 'ou', 'pendant', 'une', 'baston', 'à', 'coup', 'daiguilles', 'à', 'tricoter', 'taillées', 'en', 'pointe', 'On', 'voit', 'les', 'corps', 'mangés', 'par', 'le', 'virus', 'la', 'drogue', 'les', 'hallucinations', 'et', 'puis', 'quelque', 'chose', 'se', 'détache', 'est', 'dEdimbourg', 'mais', 'comme', 'est', 'de', 'Fresnes', 'ou', 'de', 'la', 'Santé', 'Il', 'faut', 'séchapper', 'Livre', 'culte', 'des', 'années', '1990', 'Trainspotting', 'été', 'porté', 'à', 'lécran', 'par', 'Dany', 'Boyle']",True,False
29581,Isaac Asimov,1952.0,Foundation and Empire,4.2,497,2770,18775,44860,49339,"['Foundation', 'Empire', 'tells', 'incredible', 'story', 'new', 'breed', 'man', 'create', 'new', 'force', 'galactic', 'government', 'Thus', 'Foundation', 'hurtles', 'conflict', 'decadent', 'decrepit', 'First', 'Empire', 'In', 'struggle', 'power', 'amid', 'chaos', 'stars', 'man', 'stands', 'threshold', 'new', 'enlightened', 'life', 'could', 'easily', 'put', 'aside', 'old', 'forces', 'barbarism', 'The', 'Foundation', 'novels', 'Isaac', 'Asimov', 'constitute', 'likely', 'famed', 'epic', 'sciencefiction']",True,False
6596,Miguel Ruiz,1997.0,"The Four Agreements: A Practical Guide to Personal Freedom, A Toltec Wisdom Book",4.12,2463,5818,19047,33836,51308,"['In', 'The', 'Four', 'Agreements', 'Miguel', 'Ruiz', 'reveals', 'source', 'selflimiting', 'beliefs', 'rob', 'us', 'joy', 'create', 'needless', 'suffering', 'Based', 'ancient', 'Toltec', 'wisdom', 'Four', 'Agreements', 'offer', 'powerful', 'code', 'conduct', 'rapidly', 'transform', 'lives', 'new', 'experience', 'freedom', 'true', 'happiness', 'love', 'The', 'Four', 'Agreements', 'Be', 'Impeccable', 'With', 'Your', 'Word', 'Dont', 'Take', 'Anything', 'Personally', 'Dont', 'Make', 'Assumptions', 'Always', 'Do', 'Your', 'Best']",True,False
22917,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",1812.0,Brüder Grimm: Kinder- und Hausmärchen,4.31,772,2476,18421,41254,65084,"['Cinderella', 'Rapunzel', 'SnowWhite', 'Hänsel', 'Gretel', 'Little', 'RedCap', 'aka', 'Little', 'Red', 'Riding', 'Hood', 'BriarRose', 'aka', 'Sleeping', 'Beauty', '200', 'enchanting', 'characters', 'included']",True,False
3980,E.L. Konigsburg,1967.0,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,4.15,1943,5209,25045,49509,62402,"['Once', 'settled', 'museum', 'Claudia', 'Jamie', 'find', 'caught', 'mystery', 'angel', 'statue', 'museum', 'purchased', 'auction', 'bargain', 'price', '225', 'The', 'statue', 'possibly', 'early', 'work', 'Renaissance', 'master', 'Michelangelo', 'therefore', 'worth', 'millions', 'Is', 'Or', '’']",True,False
16130549,Stephen King,2013.0,Doctor Sleep,4.1,1117,4071,19995,48181,43201,"['On', 'highways', 'across', 'America', 'tribe', 'people', 'called', 'The', 'True', 'Knot', 'travel', 'search', 'sustenance', 'They', 'look', 'harmless', 'mostly', 'old', 'lots', 'polyester', 'married', 'RVs', 'But', 'Dan', 'Torrance', 'knows', 'spunky', '12yearold', 'Abra', 'Stone', 'learns', 'The', 'True', 'Knot', 'quasiimmortal', 'living', 'steam', 'children', 'shining', 'produce', 'slowly', 'tortured', 'death']",True,False
15760001,Samantha Young,2012.0,On Dublin Street,4.24,2615,5087,19239,46853,72149,"['Four', 'years', 'ago', 'Jocelyn', 'left', 'tragic', 'past', 'behind', 'States', 'started', 'Scotland', 'burying', 'grief', 'ignoring', 'demons', 'forging', 'ahead', 'without', 'attachments', 'Her', 'solitary', 'life', 'working', 'well', 'moves', 'new', 'apartment', 'Dublin', 'Street', 'meets', 'man', 'shakes', 'carefully', 'guarded', 'world', 'core']",True,False
7770,Dr. Seuss,1960.0,"One Fish, Two Fish, Red Fish, Blue Fish",4.12,2153,5979,24401,32449,57671,"['One', 'Fish', 'Two', 'Fish', 'Red', 'Fish', 'Blue', 'Fish', '1960', 'childrens', 'book', 'Dr', 'Seuss', 'Theodor', 'Seuss', 'Geisel', 'A', 'simple', 'rhyming', 'book', 'learner', 'readers', 'book', 'freewheeling', 'plot', 'boy', 'girl', 'many', 'amazing', 'creatures', 'friends', 'pets', 'One', 'Fish', 'Two', 'Fish', 'Red', 'Fish', 'Blue', 'Fish', 'part', 'Beginner', 'Book', 'Video', 'series', 'included', 'Oh', 'Thinks', 'You', 'Can', 'Think', 'The', 'Foot', 'Book']",True,False
32423,Dean Koontz,1987.0,Watchers,4.16,1253,3766,20833,38155,49977,"['From', 'top', 'secret', 'government', 'laboratory', 'come', 'two', 'genetically', 'altered', 'life', 'forms', 'One', 'magnificent', 'dog', 'astonishing', 'intelligence', 'The', 'hybrid', 'monster', 'brutally', 'violent', 'nature', 'And', 'loose…Bestselling', 'author', 'Dean', 'Koontz', 'presents', 'terrifying', 'dramatic', 'moving', 'novel', 'The', 'explosive', 'story', 'man', 'woman', 'caught', 'relentless', 'storm', 'mankind', '’', 'darkest', 'creation…']",True,False
6224935,Jonathan Tropper,2009.0,This Is Where I Leave You,3.88,1552,6027,26235,47931,29731,"['The', 'death', 'Judd', 'Foxman', '’', 'father', 'marks', 'first', 'time', 'entire', 'Foxman', 'family—including', 'Judd', '’', 'mother', 'brothers', 'sister—have', 'together', 'years', 'Conspicuously', 'absent', 'Judd', '’', 'wife', 'Jen', 'whose', 'fourteenmonth', 'affair', 'Judd', '’', 'radioshockjock', 'boss', 'recently', 'become', 'painfully', 'public']",True,False
271199,"Natsuki Takaya, Alethea Nibley, Athena Nibley",1999.0,フルーツバスケット 1,4.23,3190,5265,17379,27721,65248,"['And', 'girl', 'change', 'lives', 'forever']",True,False
12985,William Shakespeare,1623.0,The Tempest,3.8,2394,10084,37832,46984,38243,"['Each', 'edition', 'includes']",True,False
5096,"Stephen King, Dave McKean",1997.0,Wizard and Glass,4.24,1040,4034,17762,39468,58404,"['Part', 'IV', 'epic', 'quest', 'Roland', 'Gunslinger', 'followers', 'contend', 'sentient', 'monorail', 'intent', 'killing', 'taking', 'While', 'seeking', 'return', 'Path', 'Beam', 'lead', 'Dark', 'Tower', 'Roland', 'tells', 'friends', 'story', 'tragic', 'loss', 'first', 'love', 'Susan', 'Delgadostephenkingcom']",True,False
18302455,Dave Eggers,2013.0,The Circle,3.46,5667,16425,41080,44562,21289,"['What', 'begins', 'captivating', 'story', 'one', 'womans', 'ambition', 'idealism', 'soon', 'becomes', 'heartracing', 'novel', 'suspense', 'raising', 'questions', 'memory', 'history', 'privacy', 'democracy', 'limits', 'human', 'knowledge']",True,False
9673436,Brian Selznick,2007.0,The Invention of Hugo Cabret,4.23,1601,4222,20022,44895,64767,"['Orphan', 'clock', 'keeper', 'thief', 'Hugo', 'lives', 'walls', 'busy', 'Paris', 'train', 'station', 'survival', 'depends', 'secrets', 'anonymity', 'But', 'world', 'suddenly', 'interlocks', 'eccentric', 'bookish', 'girl', 'bitter', 'old', 'man', 'runs', 'toy', 'booth', 'station', 'Hugos', 'undercover', 'life', 'precious', 'secret', 'put', 'jeopardy', 'A', 'cryptic', 'drawing', 'treasured', 'notebook', 'stolen', 'key', 'mechanical', 'man', 'hidden', 'message', 'Hugos', 'dead', 'father', 'form', 'backbone', 'intricate', 'tender', 'spellbinding', 'mystery']",True,False
5479,"Aldous Huxley, Christopher Hitchens",1932.0,Brave New World/Brave New World Revisited,4.16,1215,3784,18335,39753,47028,"['The', 'nonfiction', 'work', 'Brave', 'New', 'World', 'Revisited', 'published', '1958', 'fascinating', 'work', 'Huxley', 'uses', 'tremendous', 'knowledge', 'human', 'relations', 'compare', 'modernday', 'world', 'prophetic', 'fantasy', 'envisioned', 'Brave', 'New', 'World', 'including', 'threats', 'humanity', 'overpopulation', 'propaganda', 'chemical', 'persuasion']",True,False
1087204,Bisco Hatori,2003.0,桜蘭高校ホスト部 1,4.36,2338,3593,13572,26298,68316,"['One', 'day', 'Haruhi', 'scholarship', 'student', 'exclusive', 'Ouran', 'High', 'School', 'breaks', '80000', 'vase', 'belongs', 'Host', 'Club', 'mysterious', 'campus', 'group', 'consisting', 'six', 'superrich', 'gorgeous', 'guys', 'To', 'pay', 'back', 'damages', 'forced', 'work', 'club', 'discovers', 'wealthy', 'boys', 'different', 'everybody', 'else']",True,False
16070903,Abbi Glines,2012.0,"Fallen Too Far (Too Far, #1)",4.21,3366,6036,19726,42292,72127,"['She', 'nineteen']",True,False
18081809,Rainbow Rowell,2014.0,Landline,3.55,5386,13087,38025,41984,24940,"['Maybe', 'always', 'beside', 'point']",True,False
6262365,"P.C. Cast, Kristin Cast",2008.0,Tempted,3.96,4010,9937,29521,38966,55476,"['So…you', '’', 'think', 'banishing', 'immortal', 'fallen', 'High', 'Priestess', 'saving', 'Stark', '’', 'life', 'biting', 'Heath', 'getting', 'headache', 'Erik', 'almost', 'dying', 'Zoey', 'Redbird', 'would', 'catch', 'break', 'Sadly', 'break', 'House', 'Night', 'school', 'forecast', 'High', 'Priestess', 'training', 'gangJuggling', 'three', 'guys', 'anything', 'stress', 'reliever', 'especially', 'one', 'sexy', 'Warrior', 'protecting', 'Zoey', 'sense', 'emotions', 'Speaking', 'stress', 'dark', 'force', 'lurking', 'tunnels', 'Tulsa', 'Depot', 'spreading', 'Zoey', 'beginning', 'believe', 'Stevie', 'Rae', 'could', 'responsible', 'lot', 'group', 'misfit', 'red', 'fledglings', 'Aphrodite', '’', 'visions', 'warn', 'Zoey', 'stay', 'away', 'Kalona', 'dark', 'allure', 'also', 'show', 'Zoey', 'power', 'stop', 'evil', 'immortalSoon', 'becomes', 'obvious', 'Zoey', 'choice', '’', 'go', 'Kalona', 'exact', 'fiery', 'vengeance', 'closest', 'Will', 'Zoey', 'courage', 'chance', 'losing', 'life', 'heart', 'soul']",True,False
