goodreads_book_id,authors,original_publication_year,original_title,average_rating,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
17728,"Edith Wharton, Nina Bawden",1905.0,The House of Mirth,3.94,1731,3912,14142,24545,23384
2454986,"Hiro Mashima, William Flanagan",2006.0,Fairy Tail 1,4.4,1092,2055,7476,14494,41177
21535271,"Patrick Rothfuss, Nate  Taylor",2014.0,The Slow Regard of Silent Things,3.92,2506,5300,14205,22248,26391
18478222,Solomon Northup,1853.0,Twelve Years a Slave,4.15,1035,2266,10046,23893,27654
7046495,J.R. Ward,2010.0,"Lover Avenged, part one",4.41,616,1846,9925,25598,52094
17780,Nathaniel Philbrick,1999.0,In the Heart of the Sea: The Tragedy of the Whaleship Essex,4.16,743,1672,9369,24755,24606
81227,Ayaan Hirsi Ali,2006.0,Infidel,4.2,1168,1891,8759,22116,28228
242472,Nassim Nicholas Taleb,2007.0,The Black Swan: The Impact of the Highly Improbable,3.88,1861,4036,12599,20887,19383
13281368,Justin Cronin,2012.0,The Twelve,3.98,660,2845,14411,28633,21058
17125,"Aleksandr Solzhenitsyn, H.T. Willetts",1962.0,Один день Ивана Денисовича,3.94,1147,3666,16109,28201,22915
827,Neal Stephenson,1995.0,The Diamond Age,4.19,602,2255,10287,24102,29375
164154,Walter M. Miller Jr.,1959.0,A Canticle for Leibowitz,3.97,1579,4264,14698,25329,26118
7728,"Sophocles, J.E. Thomas",-441.0,Ἀντιγόνη,3.6,1881,8279,25895,25697,16783
4954833,Colm Tóibín,2009.0,Brooklyn,3.63,1042,5940,21904,27255,11681
8525590,Lauren DeStefano,2011.0,Wither,3.81,3105,7449,20924,28676,28503
27161156,J.D. Vance,2016.0,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis,3.99,1429,4680,21299,44927,33435
113435,Robert Jordan,2003.0,Crossroads of Twilight,3.82,2097,5975,16531,21644,22232
35220,Stephen Crane,1871.0,The Red Badge of Courage,3.21,6036,12395,26446,20066,10032
21413662,Randall Munroe,2014.0,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,4.17,1387,2708,10945,24313,32476
55399,Steven Erikson,1999.0,Gardens of the Moon,3.85,2616,4780,13280,22849,21129
816720,Paulo Coelho,2006.0,A Bruxa de Portobello,3.51,2660,7458,18085,17116,12755
77276,Madeleine L'Engle,1978.0,A Swiftly Tilting Planet,4.13,891,2666,15130,28633,33598
262430,Suzanne Collins,2003.0,Gregor the Overlander,3.99,1705,3653,14937,25516,26675
8554005,Jodi Picoult,2011.0,Sing You Home,3.76,1770,5345,18571,24791,17870
31336,Anne Rice,1992.0,The Tale of the Body Thief,3.7,1427,6552,22211,23262,18316
15158,David Baldacci,2005.0,The Camel Club,4.02,886,2571,12705,25005,21973
33676,James Patterson,2006.0,Saving The World and Other Extreme Sports,4.16,1081,3410,14312,24389,36922
43892,Terry Goodkind,1996.0,Blood of the Fold,3.98,1009,3226,14259,23434,22725
16180,Philippa Gregory,2006.0,The Boleyn Inheritance,3.84,506,3336,20312,29721,17195
22501028,Anne Tyler,2015.0,A Spool of Blue Thread,3.4,2302,7578,21930,20780,7744
30555488,Colson Whitehead,2016.0,The Underground Railroad,4.04,1259,3885,16777,38456,31719
106085,Melissa de la Cruz,2007.0,Masquerade,3.91,1493,5298,19716,25177,27989
8685612,Julie Kagawa,2011.0,The Iron Queen,4.24,1217,2819,12701,25786,42608
16034964,Cora Carmack,2012.0,Losing It,3.77,2396,7028,24581,32744,24526
13573236,John Grisham,2012.0,The Racketeer,3.79,939,4252,18459,27477,15518
6192,J.M. Coetzee,1999.0,Disgrace,3.83,1369,4284,14721,25122,16891
776407,"A.A. Milne, Ernest H. Shepard",1928.0,The House at Pooh Corner,4.36,689,1444,9318,20394,39693
7165300,Brent Weeks,2010.0,The Black Prism,4.24,827,2039,8245,24370,30392
6976,Sue Monk Kidd,2004.0,The Mermaid Chair,3.1,4807,13288,24684,16305,6612
537296,Arnold Lobel,1970.0,Frog and Toad Are Friends,4.18,1041,2915,12966,19278,34505
324277,"Lemony Snicket, Brett Helquist",2002.0,The Carnivorous Carnival,3.97,942,4280,21100,31005,29567
6574102,Ally Carter,2010.0,Heist Society,3.91,2617,5001,16839,25668,28024
29437949,B.A. Paris,2016.0,Behind Closed Doors,3.93,2944,6308,20514,37908,35177
682804,Michael Shaara,1974.0,The Killer Angels,4.3,715,1727,7747,20361,32231
30274,Laurell K. Hamilton,1995.0,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",4.16,780,2522,14606,27469,35077
59264,Jonathan Stroud,2006.0,Ptolemy's Gate,4.24,959,1972,9826,22917,33159
29981,H.G. Wells,1896.0,The Island of Dr. Moreau,3.72,897,5007,22375,27122,15162
13362536,Jennifer L. Armentrout,2012.0,Opal,4.34,1079,2588,11790,28917,53694
6512154,Dave Eggers,2008.0,Zeitoun,4.08,760,2129,10245,25365,21637
6609765,Sharon M. Draper,2010.0,Out of My Mind,4.37,547,1483,7956,21472,38115
12716010,Lauren Kate,2012.0,Rapture,4.03,2222,5420,16312,24191,36222
8564935,Amanda Hocking,2010.0,Switched,3.89,2318,5578,18540,26661,27622
130440,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",1957.0,Доктор Живаго,4.03,1257,3530,12593,23103,25691
22609310,Colleen Hoover,2015.0,,4.25,1122,2934,12186,27722,42896
15034320,Blake Crouch,2012.0,Pines,3.88,1420,3550,13928,25010,18149
7675,Michael Crichton,1994.0,Disclosure,3.76,924,4157,18087,22292,14596
12875355,P.D. James,2012.0,Death Comes to Pemberley,3.21,5576,13652,25738,19180,10635
5246,Edith Wharton,1911.0,Ethan Frome,3.35,7015,11389,24161,24061,15131
5205,"Jane Hamilton, Frank  Muller, C.J. Critt",1992.0,A Map of the World,3.78,1350,4011,17161,23967,15620
27362503,Colleen Hoover,2016.0,It Ends with Us,4.44,1172,2155,8566,24847,58175
143534,"O. Henry, Lisbeth Zwerger",1905.0,The Gift of the Magi,4.07,923,2968,14163,24466,27981
7442,Tom Wolfe,1968.0,The Electric Kool-Aid Acid Test,3.92,982,3287,13596,21988,18401
7437,"William S. Burroughs, James Grauerholz, Barry  Miles",1959.0,The Naked Lunch,3.46,4627,7799,17322,18615,13406
25100,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",1991.0,The Sandman: Dream Country,4.28,1786,1814,9096,22186,39050
5360,John Grisham,2001.0,A Painted House,3.67,2048,6355,18253,21725,15711
18423,"Ursula K. Le Guin, Lech Jęczmyk",1969.0,The Left Hand of Darkness,4.05,1170,3497,13266,26812,27431
3213286,"John Green, Maureen Johnson, Lauren Myracle",2008.0,Let It Snow: Three Holiday Romances,3.84,1110,4837,20638,28643,21289
7912007,Stephen King,2010.0,"Full Dark, No Stars",4.03,682,2494,14005,28981,23185
20696006,Atul Gawande,2014.0,Being Mortal: Medicine and What Matters in the End,4.4,982,1507,5579,19732,37767
32439,Dean Koontz,1987.0,Intensity,4.04,991,2621,12745,21582,23353
6472246,Chelsea Handler,2010.0,Chelsea Chelsea Bang Bang,3.81,1536,4300,15147,19625,17331
37793,"Henrik Ibsen, Michael   Meyer",1879.0,Et dukkehjem,3.69,1820,7074,23481,28984,18133
12658,James A. Michener,1959.0,Hawaii,4.18,561,1806,10458,21787,27036
48328,Richard Yates,1961.0,Revolutionary Road,3.89,1576,4445,14100,23791,20808
25373,"Rachel Cohn, David Levithan",2006.0,Nick & Norah's Infinite Playlist,3.73,2378,6204,19509,23714,19709
18545,"Tom Stoppard, Henry Popkin",1966.0,Rosencrantz and Guildenstern are Dead,4.06,1394,3749,12598,23414,28628
9409458,Maggie Stiefvater,2011.0,Forever,3.91,2005,6338,21233,29682,32030
607639,Alex Garland,1996.0,The Beach,3.91,838,3254,13336,22974,17181
6617928,"Beth Hoffman, Jenna Lamia",2010.0,Saving CeeCee Honeycutt,3.92,837,3460,15864,26904,19817
10407279,Charlaine Harris,2012.0,Deadlocked,3.65,2104,8469,25761,26265,20003
10579,Stephen King,2002.0,Everything's Eventual: 14 Dark Tales,3.94,492,2870,17240,26553,20182
91244,Beverly Cleary,1955.0,Beezus and Ramona,3.97,1553,3774,18481,27259,28072
13667,Ursula K. Le Guin,1972.0,The Farthest Shore,4.11,765,2518,13315,25482,28681
7667,Michael Crichton,1996.0,Airframe,3.66,1251,5523,20402,22606,13638
13812,Raymond E. Feist,1982.0,Magician,4.17,806,2358,10465,22606,28713
854757,Jennifer Crusie,2004.0,Bet Me,3.95,1759,4253,16515,24613,26339
318431,Nelson Mandela,1994.0,Long Walk to Freedom: The Autobiography of Nelson Mandela,4.31,664,1050,5745,15748,24714
20707959,John Grisham,2014.0,Gray Mountain,3.52,2111,6961,19259,19923,11133
122,Bryce Courtenay,1989.0,The Power of One,4.34,698,1628,6814,18645,32790
29999,Dashiell Hammett,1930.0,The Maltese Falcon,3.92,1107,3626,15765,25802,21048
8949352,Kristin Hannah,2011.0,Night Road,4.17,679,2158,9867,24088,26967
220970,Lee Child,1999.0,Tripwire,4.07,348,1899,13129,29196,22923
26329,Daniel Goleman,1995.0,Emotional Intelligence,3.98,972,2454,11475,19883,18357
6585201,Jim Butcher,2010.0,Changes,4.54,179,541,4967,21320,45474
773951,"Munro Leaf, Robert Lawson",1936.0,The Story of Ferdinand,4.35,925,1842,9512,18694,41574
270805,Ellen Hopkins,2007.0,Impulse,4.29,969,2252,8580,16502,33702
6440,Walter Scott,1819.0,Ivanhoe,3.75,1770,5665,20339,24748,18846
86663,Janet Evanovich,2004.0,Ten Big Ones,4.13,231,1800,16072,31940,30852
32506,Michael Connelly,1996.0,The Poet,4.19,463,1421,9481,24104,25316
7719245,Kiersten White,2010.0,Paranormalcy,3.91,2417,5678,18581,26208,29948
7351574,Mark Cotta Vaz,2010.0,Eclipse: The Official Illustrated Movie Companion,4.44,560,1200,6140,10023,32452
13127599,Adriana Trigiani,2012.0,The Shoemaker's Wife,3.98,792,2976,13162,25169,19947
784911,Brandon Mull,2006.0,Rise of the Evening Star,4.16,2077,2777,12524,26994,37370
10305231,"Nora Roberts, MacLeod Andrews",2011.0,The Next Always,4.11,962,2449,11776,21571,26323
2195464,"Haruki Murakami, Philip Gabriel",2007.0,走ることについて語るときに僕の語ること [Hashiru koto ni tsuite kataru toki ni boku no kataru koto],3.79,820,3864,17403,25073,14580
8680278,Jenny Han,2011.0,We'll Always Have Summer,4.17,1305,3605,11571,19752,35154
6480781,"Andre Agassi, J.R. Moehringer",2009.0,Open: An Autobiography,4.18,653,1512,7611,20869,22056
136782,Anthony Horowitz,2000.0,Alex Rider: Stormbreaker,3.97,1030,3881,16378,26045,25005
21745,"Lee Child, Dick Hill",2002.0,Without Fail ,4.16,300,1283,10727,26737,24420
95617,"Francine Rivers, Richard Ferrone",1993.0,A Voice in the Wind,4.6,680,903,3382,10680,41275
8726744,Stephenie Meyer,2005.0,,4.31,2262,2306,6572,10599,36050
14817,Philip K. Dick,1977.0,A Scanner Darkly ,4.04,767,2537,12216,24238,21786
6452796,Daniel H. Pink,2008.0,Drive: The Surprising Truth About What Motivates Us,3.95,1364,2883,12674,23552,19427
162898,Mark Twain,1889.0,A Connecticut Yankee in King Arthur's Court,3.76,1764,5414,21300,27903,18980
106069,"Jeph Loeb, Tim Sale, Gregory Wright, Richard Starkings",1997.0,Batman: The Long Halloween,4.29,767,1573,7332,18937,30031
298275,"Jean-Paul Sartre, Lloyd Alexander, Hayden Carruth",1938.0,La Nausée,3.91,1414,3923,13419,22059,20095
1846,John Eldredge,2001.0,,3.93,2397,3616,9966,16037,20597
5217282,Brandon Mull,2009.0,"Fablehaven: Secrets of the Dragon Sanctuary (Fablehaven, #4)",4.35,925,1306,6784,19284,34272
3507,Janet Evanovich,2006.0,Twelve Sharp,4.14,245,1783,15590,31095,30660
12287209,Hugh Howey,2011.0,Wool,4.12,982,2571,9520,22139,24532
13662,Ursula K. Le Guin,1970.0,The Tombs of Atuan,4.07,660,2374,13303,25693,24934
3475161,Jim Butcher,2009.0,Turn Coat,4.45,97,364,5657,26094,37870
608474,"Arthur Conan Doyle, Peter Ackroyd, Ed Glinert",1890.0,The Sign of Four,3.96,446,2684,18124,29478,21646
967494,Jan Brett,1929.0,РУКАВИЧКА: Українська народна казка,4.23,732,2383,11271,18933,33866
31338,Anne Rice,1995.0,Memnoch The Devil,3.73,2335,6781,18146,19292,20834
2402971,Michael Scott,2008.0,The Magician: The Secrets of The Immortal Nicholas Flamel,4.09,891,2685,13791,26201,28122
766955,"Doreen Cronin, Betsy Lewin",1999.0,"Click, Clack, Moo: Cows That Type",4.23,1028,2671,10968,18473,34858
1412138,Patricia Briggs,2008.0,Iron Kissed,4.36,318,1191,10100,31538,45296
9378297,Kendare Blake,2011.0,Anna Dressed in Blood,3.96,2227,4806,16096,26004,29103
253058,"Terry Goodkind, Dick Hill",1997.0,"Temple of the Winds (Sword of Truth, #4)",4.03,1127,3324,12471,21718,24068
310146,Avi,1990.0,The True Confessions of Charlotte Doyle,3.81,2052,5333,17956,23475,21390
4929705,Robert Goolrick,2009.0,A Reliable Wife,3.25,4195,10812,24592,20908,7734
248596,Ray Bradbury,1962.0,Something Wicked This Way Comes,3.95,1121,3850,15942,27380,23593
11334,Toni Morrison,1977.0,Song of Solomon,4.01,1255,3248,12645,23232,23253
318525,Tom Clancy,1986.0,Red Storm Rising,4.14,504,2047,10861,21074,24494
227571,Leif Enger,2001.0,Peace Like a River,3.98,1061,3450,13018,22443,21645
22285,Chuck Palahniuk,2007.0,Rant: An Oral Biography of Buster Casey,3.82,1508,4622,12588,17321,16741
9534,Orson Scott Card,2000.0,Shadow of the Hegemon,3.93,521,2740,15150,26062,17788
7704143,أحمد مراد,2010.0,تراب الماس,4.09,995,2050,7402,16743,18418
505304,"Janette Sebring Lowrey, Gustaf Tenggren",1942.0,The Poky Little Puppy (a Little Golden Book),4.08,1261,3654,13263,15823,29753
5196,Maeve Binchy,1998.0,Tara Road,3.88,775,3273,16628,24613,18023
37677,Jack London,1906.0,The Call of the Wild / White Fang,4.08,1001,2750,12179,21498,25957
13188676,Tahereh Mafi,2014.0,"Ignite Me (Shatter Me, #3)",4.44,1250,2349,8392,21686,56894
568645,Ally Carter,2007.0,Cross My Heart and Hope to Spy,4.13,1351,2980,13191,23328,32554
285205,Patricia Briggs,2007.0,Blood Bound,4.31,278,1259,11617,34357,42999
12216302,Jim Butcher,2012.0,Cold Days,4.51,118,504,4698,21232,39457
17204,Kate Jacobs,2006.0,The Friday Night Knitting Club,3.41,2739,8547,23141,20621,10017
38743,James Herriot,1973.0,All Things Bright and Beautiful,4.3,1075,1295,7347,19029,30952
6759,David Foster Wallace,1996.0,Infinite Jest,4.31,2185,2534,5156,12252,34610
18297707,Emma Chase,2013.0,Tangled,4.12,2243,4107,14308,29042,40524
530965,John Wyndham,1951.0,The Day of the Triffids,4.0,643,2695,14438,26577,21443
9850443,"Patrick deWitt, Marcelo Barbão",2011.0,The Sisters Brothers,3.83,1001,3418,14340,26611,14177
6905012,Shilpi Somaya Gowda,2010.0,Secret Daughter,3.97,502,2337,12696,26379,17084
6693,"Roald Dahl, Quentin Blake",1970.0,Fantastic Mr Fox,4.03,740,3331,16818,26508,27752
68591,"Paulo Coelho, Montserrat Mira",1990.0,Brida,3.46,2936,7653,16869,14785,11874
18521,Virginia Woolf,1929.0,A Room of One's Own,4.1,1097,3031,12558,26448,28834
1268479,Brandon Sanderson,2009.0,Warbreaker,4.22,322,1337,9533,26899,27397
42038,"William Shakespeare, Katherine Duncan-Jones",1592.0,Sonnets,4.24,902,1890,9671,19809,31385
8492856,Sarah Dessen,2011.0,What Happened to Goodbye,3.97,1000,3765,16998,25820,25393
23437156,Leigh Bardugo,2015.0,Six of Crows,4.46,1100,1725,7886,29552,61001
17020,Maureen Johnson,2005.0,13 Little Blue Envelopes,3.65,2447,7061,20927,23036,17357
104189,"Ron Hall, Denver Moore, Lynn Vincent",2005.0,Same Kind of Different as Me,4.21,712,2248,8544,18957,27660
23734628,Rainbow Rowell,2015.0,Carry On,4.19,2051,3611,12362,27273,42500
10235,Tracy Kidder,2003.0,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World",4.21,674,1808,8174,19341,25181
18149927,Jodi Ellen Malpas,2013.0,Beneath This Man ,4.3,1532,2681,8933,19848,41463
9579634,Mark  Lawrence,2011.0,Prince of Thorns,3.87,2166,4189,13524,23391,20292
5187,Jane Hamilton,1988.0,The Book of Ruth,3.82,1246,3447,15031,22252,15268
9593,Kurt Vonnegut Jr.,1985.0,Galápagos,3.87,543,3003,14082,21793,14710
7661,Michael Crichton,2006.0,Next,3.48,2163,6912,19185,18044,10328
13376,Nancy Farmer,2002.0,,4.1,1351,2784,10749,23275,27060
27494,Walt Whitman,1855.0,Leaves of Grass,4.12,1332,3015,11052,20850,29056
114159,Nora Roberts,2004.0,Blue Dahlia,4.11,589,2089,12105,20662,24699
32067,"D.H. Lawrence, Doris Lessing, Chester Brown",1928.0,Lady Chatterley's Lover,3.49,2821,9235,25753,24177,13721
10079321,Lev Grossman,2011.0,The Magician King,3.9,820,3058,14646,28052,17088
1171,Michael   Lewis,1989.0,Liar's Poker: Rising Through the Wreckage on Wall Street,4.16,458,1513,8684,21374,21671
1052,George S. Clason,1926.0,,4.23,734,2052,8411,17013,27465
10915,Jodi Picoult,2001.0,Salem Falls,3.8,816,3815,17863,24523,15417
189802,"David Eddings, Leigh Eddings",1995.0,Belgarath the Sorcerer,4.07,951,3019,12160,19618,25339
53764,Frank Herbert,1977.0,The Great Dune Trilogy,4.35,623,1404,5995,14927,29133
25893709,"Elizabeth Strout, Goran Skrobonja",2016.0,My Name Is Lucy Barton,3.51,2390,7926,21069,22643,11679
1158967,Sarah Addison Allen,2007.0,Garden Spells,4.06,815,2757,13797,27819,26389
8058301,Jim Butcher,2011.0,Ghost Story,4.25,282,1851,9767,23863,31024
36529,Frederick Douglass,1845.0,Narrative of the Life of Frederick Douglass,3.97,1758,3733,13634,21887,24123
10412,"Greg Behrendt, Liz Tuccillo",2004.0,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,3.65,2597,6009,15398,16040,15821
44659,David Eddings,1982.0,Pawn of Prophecy,4.16,762,2725,12867,25674,32105
40317,Janet Evanovich,2007.0,Lean Mean Thirteen,4.08,309,2120,16987,30069,28335
41684,"Rudyard Kipling, Alev Lytle Croutier",1895.0,The Jungle Books,4.0,686,3123,16621,25323,25228
27266,Rachel Caine,2006.0,Glass Houses,3.92,2743,5916,17829,24463,31269
11413,"John Eldredge, Stasi Eldredge",2004.0,,3.93,2349,3982,10054,14859,21153
342445,"Peter David, Robin Furth, Jae Lee, Richard Isanove, Stephen King",2007.0,The Dark Tower: The Gunslinger Born,4.18,1318,2554,9780,18142,29611
21104828,Kate Morton,2015.0,The Lake House,4.04,926,2137,11552,27411,20961
15811545,Ruth Ozeki,2013.0,A Tale for the Time Being,3.98,1325,3127,11371,23289,20199
9010,Tucker Max,2006.0,I Hope They Serve Beer in Hell,3.51,4392,5839,12426,13919,13116
17200687,"Jay Crownover, Charlotte Connan de vries",2012.0,Rule,4.16,1414,3008,12953,30227,36363
17799,"Haruki Murakami, Philip Gabriel",1992.0," 国境の南、太陽の西 [Kokkyō no minami, taiyō no nishi]",3.87,683,3284,15329,24938,15883
9592,Kurt Vonnegut Jr.,1961.0,Mother Night,4.21,199,1118,9073,23064,23636
28815,Robert B. Cialdini,1984.0,Influence: The Psychology of Persuasion,4.18,876,2004,8199,17516,24202
32559,"Edgar Allan Poe, Stephen Marlowe",1960.0,The Fall of the House of Usher and Other Writings,4.14,360,1775,10729,21651,23636
232576,Louise Fitzhugh,1964.0,Harriet the Spy,3.96,2267,4538,17737,25117,30311
20821087,Sarah Waters,2014.0,The Paying Guests,3.39,2986,7472,17854,18501,8266
16433,Dean Koontz,2005.0,Forever Odd,3.96,490,2935,14032,23136,19271
7507825,Bill Bryson,2010.0,At Home: A Short History of Private Life,3.96,995,2954,13153,24324,19627
82748,Marian Keyes,2000.0,Sushi for Beginners,3.69,1516,4753,17695,20269,13664
338691,Louise Penny,2005.0,Still Life,3.91,1717,3419,15647,28773,21002
9300,Marian Keyes,1995.0,Watermelon,3.79,1605,4037,16205,20862,16425
12557,Amy Tan,1991.0,The Kitchen God's Wife,3.98,364,1910,14429,27340,18137
943402,John Ajvide Lindqvist,2004.0,Låt den rätte komma in,4.07,1331,2929,11393,24366,25794
12971616,Pittacus Lore,2012.0,The Rise of Nine,4.2,793,2254,12158,26601,34055
32552,"Edgar Allan Poe, Benjamin F. Fisher",1849.0,,4.35,539,1225,7572,18628,32732
5454,Ann Brashares,2003.0,The Second Summer of the Sisterhood,3.78,852,4713,24217,29115,18816
32435,Dean Koontz,1983.0,Phantoms,3.93,744,2845,14865,21315,18530
7664334,Morgan Matson,2010.0,,4.05,1337,3224,13719,25917,27453
175510,Oswald Chambers,1926.0,My Utmost for His Highest,4.39,551,1349,5961,12904,29973
34494,Terry Pratchett,2003.0,The Wee Free Men,4.25,618,1831,10483,24449,34269
11710373,Diana Gabaldon,2014.0,Written in My Own Heart's Blood,4.5,336,924,5205,17069,39233
7402393,Andrea Cremer,2010.0,Nightshade,4.03,2297,4620,13283,21066,31810
6324090,"Lewis Carroll, John Tenniel",1865.0,,3.99,1724,4863,18094,27848,32502
100464,Cornelia Funke,1997.0,Drachenreiter,3.94,1073,3945,16083,21263,23447
357,Douglas Adams,1988.0,The Long Dark Tea-Time of the Soul,4.05,393,2464,13614,24400,22898
22544764,Naomi Novik,2015.0,Uprooted,4.13,1628,3598,11400,26980,33165
22816087,Neal Stephenson,2015.0,Seveneves,3.98,1062,3140,10939,22562,19084
16278318,Ernest Cline,2015.0,Armada,3.49,2306,7355,18961,20175,10264
6736971,Peter V. Brett,2010.0,The Desert Spear,4.24,555,1691,7805,21853,26704
209194,Agatha Christie,1924.0,The Man in the Brown Suit,3.97,1390,2894,13344,19619,21481
5352,John Grisham,2002.0,The Summons,3.68,821,4168,19241,20480,11924
139069,Alfred Lansing,1959.0,Endurance: Shackleton's incredible voyage,4.36,457,979,5939,18166,28485
23220,Meg Cabot,2005.0,"Size 12 Is Not Fat (Heather Wells, #1)",3.75,1798,5185,19396,23130,18211
27833670,Blake Crouch,2016.0,Dark Matter,4.11,741,2798,13607,33493,30099
23174274,Victoria Aveyard,2016.0,Glass Sword,3.95,1971,5390,18465,32212,30390
5310515,Rebecca Stead,2009.0,When You Reach Me,4.08,1136,3036,12231,24803,26828
2666,Tom Wolfe,1987.0,The Bonfire of the Vanities,3.81,1413,4001,13674,21544,15444
23899174,Judy Blume,2015.0,In the Unlikely Event,3.51,1668,5122,16721,18677,7614
131359,Agatha Christie,1937.0,Death on the Nile,4.06,289,1871,15836,30392,25149
207153,Phyllis Reynolds Naylor,1991.0,Shiloh,3.91,1083,3810,15912,20357,20900
14061955,Leigh Bardugo,2013.0,Siege and Storm,4.08,987,3180,15868,34942,32562
465226,"Jo Nesbø, Don Bartlett",2000.0,"Rødstrupe (Harry Hole, #3) ",3.94,1041,2668,13058,26010,17821
6050678,Scott Westerfeld,2009.0,Leviathan,3.91,2212,4654,15458,25857,24784
13153,James Patterson,1995.0,Hide and Seek,4.1,544,1604,11044,19768,21503
4499669,"Stephen Kendrick, Alex Kendrick",2008.0,,4.37,637,1122,5311,11424,25899
14756,Jennifer Weiner,2005.0,Goodnight Nobody,3.64,1088,4432,17806,18827,10992
263050,Ben Sherwood,2004.0,The Death and Life of Charlie St. Cloud,4.01,792,2530,11168,17487,18935
4866,Dale Carnegie,1944.0,How to Stop Worrying and Start Living,4.08,1239,2243,9509,16637,21790
114145,Nora Roberts,1994.0,Born in Fire ,4.21,461,1511,10300,19642,27369
77262,Barbara Kingsolver,1990.0,Animal Dreams,4.05,363,1673,11103,22444,18180
11561469,Rebecca Donovan,2011.0,Reason to Breathe,4.23,1711,2907,9999,24125,39145
6485421,Cassandra Clare,2009.0,The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass,4.57,633,1054,4101,10768,40757
14554,Sidney Sheldon,1985.0,If Tomorrow Comes,4.01,456,2070,10848,18080,17028
276287,"M.C. Escher, Bruce Brooks Pfeiffer",1956.0,M.C. Escher: grafiek en tekeningen,3.93,2900,3392,9212,13706,21179
27252,Donna Woolfolk Cross,1996.0,Pope Joan,4.06,854,2240,10552,21373,21228
6259,Sebastian Faulks,1993.0,Birdsong,4.07,1160,2911,9600,19416,22570
121127,Terry Goodkind,2000.0,"Faith of the Fallen  (Sword of Truth, #6)",4.11,1335,3030,9648,16346,26044
7243142,Brandon Mull,2010.0,"Fablehaven: Keys to the Demon Prison (Fablehaven, #5)",4.42,803,1179,5911,16255,35801
6346975,Joshua Foer,2011.0,Moonwalking with Einstein: The Art and Science of Remembering Everything,3.85,1176,3035,13125,21575,14727
5176,Sue Miller,1998.0,While I Was Gone,3.67,786,3933,17555,20121,10552
33668,"James Patterson, Maxine Paetro",2005.0,"4th of July (Women's Murder Club, #4)",4.04,281,1733,13606,24730,20459
2179276,Eoin Colfer,2008.0,The Time Paradox,4.07,884,2750,12976,23450,25549
858719,Norman Bridwell,1963.0,An Itchy Day,4.09,1087,3205,12852,14390,27797
12680907,Kristin Cashore,2012.0,Bitterblue,4.01,1359,4235,16099,29228,29199
6604794,Jandy Nelson,2010.0,The Sky Is Everywhere,4.04,1710,3899,13383,23304,28879
34504,Terry Pratchett,1988.0,Wyrd Sisters,4.11,243,1873,13916,27591,25897
17617277,Katy Evans,2013.0,Real,4.21,2266,3816,12023,24581,45273
15729539,Joe Hill,2013.0,NOS4A2,4.06,1146,2574,10053,23682,22044
337113,"Anne Brontë, Stevie Davies",1848.0,The Tenant of Wildfell Hall,3.91,1345,3512,15624,24144,20680
272895,"Walter Farley, Keith Ward",1941.0,The Black Stallion,4.18,491,1824,11964,20094,28418
13600318,S.C. Stephens,2013.0,Reckless,4.42,818,1832,7404,17860,43665
65111,"Lemony Snicket, Brett Helquist",2004.0,The Grim Grotto,3.99,839,3693,17817,26906,26745
581409,Tomie dePaola,1975.0,Strega Nona,4.22,1046,2191,10926,18818,33318
11381643,R.L. Mathewson,2011.0,Playing for Keeps,4.08,1993,4315,15728,31458,37516
187633,"David Bayles, Ted Orland",1993.0,Art & Fear: Observations on the Perils (and Rewards) of Artmaking,3.67,4838,4278,10025,11923,17162
91767,Hayden Herrera,1983.0,Frida. A Biography of Frida Kahlo,3.94,1931,2549,8856,14023,17174
11918,Kelley Armstrong,2001.0,Bitten,4.06,1791,4099,14413,25274,32373
8705784,C.C. Hunter,2011.0,Born at Midnight,4.13,1852,3295,11507,20824,33025
191113,Mo Willems,2003.0,Don't Let the Pigeon Drive the Bus,4.29,1245,2543,8268,15201,34990
17347389,Maggie Stiefvater,2013.0,The Dream Thieves,4.27,803,2111,10696,30520,40382
264,"Henry James, Patricia Crick",1881.0,The Portrait of a Lady,3.76,1935,4908,15386,20335,16753
264158,"Edgar Allan Poe, Gustave Doré",1844.0,The Raven,4.28,566,1878,9915,22366,34402
99300,Charlotte Perkins Gilman,1892.0,The Yellow Wallpaper,4.02,1039,3145,13365,23546,23875
26245850,Noah Hawley,2016.0,Before the Fall,3.76,902,3812,17207,28449,12633
20317106,محمد صادق,2014.0,هيبتا,3.82,2886,4135,8052,11237,16988
24813,Bill Watterson,1995.0,The Calvin and Hobbes Tenth Anniversary Book,4.63,346,608,3077,8752,36046
4325,Sarah Dessen,2000.0,Dreamland ,3.91,1556,4772,15338,20590,23475
14568987,B.A. Shapiro,2012.0,The Art Forger,3.69,2380,3650,14812,21685,12272
248483,Shannon Hale,2007.0,Austenland,3.54,2414,8021,23997,22990,14143
